X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.192000e-05,2.000000e-09
0,-9.80e-03,1.80e+01,
1,-9.80e-03,1.80e+01,
2,9.80e-03,1.80e+01,
3,-9.80e-03,1.80e+01,
4,-9.80e-03,1.80e+01,
5,-9.80e-03,1.80e+01,
6,9.80e-03,1.80e+01,
7,-9.80e-03,1.80e+01,
8,-9.80e-03,1.80e+01,
9,-9.80e-03,1.80e+01,
10,-9.80e-03,1.80e+01,
11,-9.80e-03,1.80e+01,
12,-9.80e-03,1.80e+01,
13,-9.80e-03,1.80e+01,
14,-9.80e-03,1.80e+01,
15,-9.80e-03,1.80e+01,
16,-9.80e-03,1.80e+01,
17,-9.80e-03,1.80e+01,
18,-9.80e-03,1.80e+01,
19,-9.80e-03,1.80e+01,
20,-9.80e-03,1.76e+01,
21,-9.80e-03,1.80e+01,
22,9.80e-03,1.80e+01,
23,-9.80e-03,1.80e+01,
24,-9.80e-03,1.80e+01,
25,-9.80e-03,1.80e+01,
26,-9.80e-03,1.80e+01,
27,9.80e-03,1.80e+01,
28,-9.80e-03,1.80e+01,
29,-9.80e-03,1.80e+01,
30,9.80e-03,1.80e+01,
31,-9.80e-03,1.80e+01,
32,-9.80e-03,1.80e+01,
33,-9.80e-03,1.80e+01,
34,-9.80e-03,1.76e+01,
35,-9.80e-03,1.80e+01,
36,-9.80e-03,1.76e+01,
37,-9.80e-03,1.76e+01,
38,-9.80e-03,1.76e+01,
39,-9.80e-03,1.80e+01,
40,-9.80e-03,1.76e+01,
41,-9.80e-03,1.80e+01,
42,-9.80e-03,1.80e+01,
43,-9.80e-03,1.80e+01,
44,-9.80e-03,1.76e+01,
45,-9.80e-03,1.76e+01,
46,-9.80e-03,1.76e+01,
47,-9.80e-03,1.76e+01,
48,-9.80e-03,1.76e+01,
49,-9.80e-03,1.76e+01,
50,-9.80e-03,1.76e+01,
51,-9.80e-03,1.76e+01,
52,-9.80e-03,1.76e+01,
53,-9.80e-03,1.76e+01,
54,-9.80e-03,1.76e+01,
55,-9.80e-03,1.76e+01,
56,-9.80e-03,1.72e+01,
57,-9.80e-03,1.72e+01,
58,-9.80e-03,1.76e+01,
59,-9.80e-03,1.76e+01,
60,-9.80e-03,1.72e+01,
61,-9.80e-03,1.72e+01,
62,-9.80e-03,1.72e+01,
63,-9.80e-03,1.72e+01,
64,-9.80e-03,1.72e+01,
65,-9.80e-03,1.72e+01,
66,-9.80e-03,1.68e+01,
67,-9.80e-03,1.72e+01,
68,-9.80e-03,1.68e+01,
69,-9.80e-03,1.68e+01,
70,-9.80e-03,1.68e+01,
71,-9.80e-03,1.68e+01,
72,-9.80e-03,1.68e+01,
73,-9.80e-03,1.68e+01,
74,-9.80e-03,1.68e+01,
75,-9.80e-03,1.64e+01,
76,-9.80e-03,1.64e+01,
77,-9.80e-03,1.64e+01,
78,-9.80e-03,1.64e+01,
79,-9.80e-03,1.64e+01,
80,-9.80e-03,1.64e+01,
81,-9.80e-03,1.60e+01,
82,-9.80e-03,1.60e+01,
83,-9.80e-03,1.60e+01,
84,-9.80e-03,1.60e+01,
85,-9.80e-03,1.60e+01,
86,-9.80e-03,1.56e+01,
87,-9.80e-03,1.56e+01,
88,-9.80e-03,1.56e+01,
89,-9.80e-03,1.56e+01,
90,-9.80e-03,1.56e+01,
91,-9.80e-03,1.52e+01,
92,-9.80e-03,1.52e+01,
93,-9.80e-03,1.52e+01,
94,-9.80e-03,1.52e+01,
95,-9.80e-03,1.52e+01,
96,-9.80e-03,1.48e+01,
97,-9.80e-03,1.48e+01,
98,-9.80e-03,1.48e+01,
99,-9.80e-03,1.48e+01,
100,-9.80e-03,1.44e+01,
101,-9.80e-03,1.44e+01,
102,-9.80e-03,1.44e+01,
103,-9.80e-03,1.44e+01,
104,-9.80e-03,1.36e+01,
105,-9.80e-03,1.36e+01,
106,-9.80e-03,1.36e+01,
