X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-2.960000e-05,2.000000e-09
0,2.80e-02,2.64e+01,
1,2.80e-02,2.64e+01,
2,2.80e-02,2.64e+01,
3,2.80e-02,2.64e+01,
4,2.80e-02,2.64e+01,
5,2.80e-02,2.64e+01,
6,2.80e-02,2.64e+01,
7,2.80e-02,2.64e+01,
8,2.80e-02,2.64e+01,
9,2.80e-02,2.64e+01,
10,2.80e-02,2.64e+01,
11,2.80e-02,2.64e+01,
12,2.80e-02,2.64e+01,
13,2.80e-02,2.64e+01,
14,2.80e-02,2.64e+01,
15,2.80e-02,2.64e+01,
16,2.80e-02,2.64e+01,
17,2.80e-02,2.64e+01,
18,2.80e-02,2.64e+01,
19,2.80e-02,2.64e+01,
20,2.80e-02,2.64e+01,
21,2.80e-02,2.64e+01,
22,2.80e-02,2.64e+01,
23,2.80e-02,2.64e+01,
24,2.80e-02,2.64e+01,
25,2.80e-02,2.64e+01,
26,2.80e-02,2.64e+01,
27,2.80e-02,2.64e+01,
28,2.80e-02,2.64e+01,
29,2.80e-02,2.64e+01,
30,2.80e-02,2.64e+01,
31,2.80e-02,2.64e+01,
32,2.80e-02,2.64e+01,
33,2.80e-02,2.64e+01,
34,2.80e-02,2.64e+01,
35,2.80e-02,2.64e+01,
36,2.80e-02,2.64e+01,
37,2.80e-02,2.64e+01,
38,2.80e-02,2.64e+01,
39,2.80e-02,2.64e+01,
40,2.80e-02,2.64e+01,
41,2.80e-02,2.64e+01,
42,2.80e-02,2.64e+01,
43,2.80e-02,2.64e+01,
44,2.80e-02,2.64e+01,
45,2.80e-02,2.64e+01,
46,2.80e-02,2.64e+01,
47,2.80e-02,2.64e+01,
48,2.80e-02,2.64e+01,
49,2.80e-02,2.64e+01,
50,2.80e-02,2.64e+01,
51,2.80e-02,2.64e+01,
52,2.80e-02,2.64e+01,
53,2.80e-02,2.64e+01,
54,2.80e-02,2.64e+01,
55,2.80e-02,2.64e+01,
56,2.80e-02,2.64e+01,
57,2.80e-02,2.64e+01,
58,2.80e-02,2.64e+01,
59,2.80e-02,2.64e+01,
60,2.80e-02,2.64e+01,
61,2.80e-02,2.64e+01,
62,2.80e-02,2.64e+01,
63,2.80e-02,2.64e+01,
64,2.80e-02,2.64e+01,
65,2.80e-02,2.64e+01,
66,2.80e-02,2.64e+01,
