X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,2.856000e-05,4.000000e-09
0,-4.00e-03,2.96e+01,4.08e+01,
1,-4.00e-03,2.96e+01,4.08e+01,
2,-4.00e-03,2.96e+01,4.08e+01,
3,-4.00e-03,2.96e+01,4.08e+01,
4,-4.00e-03,2.96e+01,4.08e+01,
5,-4.00e-03,2.96e+01,4.08e+01,
6,-4.00e-03,2.96e+01,4.08e+01,
7,-4.00e-03,2.96e+01,4.08e+01,
8,-4.00e-03,2.96e+01,4.08e+01,
9,-4.00e-03,2.96e+01,4.08e+01,
10,-4.00e-03,2.96e+01,4.08e+01,
11,-4.00e-03,2.96e+01,4.08e+01,
12,-4.00e-03,2.96e+01,4.08e+01,
13,-4.00e-03,2.96e+01,4.08e+01,
14,-4.00e-03,2.96e+01,4.08e+01,
15,-4.00e-03,2.96e+01,4.08e+01,
16,-4.00e-03,2.96e+01,4.08e+01,
17,-4.00e-03,2.96e+01,4.08e+01,
18,-4.00e-03,2.96e+01,4.08e+01,
19,-4.00e-03,2.96e+01,4.08e+01,
20,-4.00e-03,2.96e+01,4.08e+01,
21,-4.00e-03,2.96e+01,4.08e+01,
22,-4.00e-03,2.96e+01,4.08e+01,
23,-4.00e-03,2.96e+01,4.08e+01,
24,-4.00e-03,2.96e+01,4.08e+01,
25,-4.00e-03,2.96e+01,4.08e+01,
26,-4.00e-03,2.96e+01,4.08e+01,
27,-4.00e-03,2.96e+01,4.08e+01,
28,-4.00e-03,2.96e+01,4.08e+01,
29,-4.00e-03,2.96e+01,4.08e+01,
30,-4.00e-03,2.96e+01,4.08e+01,
31,-4.00e-03,2.96e+01,4.08e+01,
32,-4.00e-03,2.96e+01,4.08e+01,
33,-4.00e-03,2.96e+01,4.08e+01,
34,-4.00e-03,2.96e+01,4.08e+01,
35,-4.00e-03,2.96e+01,4.08e+01,
36,-4.00e-03,2.96e+01,4.08e+01,
37,-4.00e-03,2.96e+01,4.08e+01,
38,-4.00e-03,2.96e+01,4.08e+01,
39,-4.00e-03,2.96e+01,4.08e+01,
40,-4.00e-03,2.96e+01,4.08e+01,
41,-4.00e-03,2.96e+01,4.08e+01,
42,-4.00e-03,2.96e+01,4.08e+01,
43,-4.00e-03,2.96e+01,4.08e+01,
