X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,5.796000e-05,2.000000e-09
0,4.22e+00,1.30e-02,
1,4.22e+00,1.10e-02,
2,4.22e+00,1.30e-02,
3,4.22e+00,1.30e-02,
4,4.22e+00,1.10e-02,
5,4.23e+00,1.10e-02,
6,4.23e+00,1.30e-02,
7,4.22e+00,1.10e-02,
8,4.22e+00,1.30e-02,
9,4.23e+00,1.10e-02,
10,4.23e+00,1.30e-02,
11,4.22e+00,1.10e-02,
12,4.22e+00,1.30e-02,
13,4.23e+00,1.30e-02,
14,4.23e+00,1.30e-02,
15,4.23e+00,1.30e-02,
16,4.23e+00,1.30e-02,
17,4.23e+00,1.30e-02,
18,4.22e+00,1.30e-02,
19,4.23e+00,1.30e-02,
20,4.22e+00,1.30e-02,
21,4.23e+00,1.30e-02,
22,4.23e+00,1.30e-02,
23,4.23e+00,1.30e-02,
24,4.22e+00,1.30e-02,
25,4.23e+00,1.30e-02,
26,4.23e+00,1.50e-02,
27,4.23e+00,1.30e-02,
28,4.23e+00,1.50e-02,
29,4.23e+00,1.50e-02,
30,4.23e+00,1.70e-02,
31,4.23e+00,1.50e-02,
32,4.23e+00,1.50e-02,
33,4.23e+00,1.30e-02,
34,4.23e+00,1.30e-02,
35,4.23e+00,1.50e-02,
36,4.23e+00,1.50e-02,
37,4.23e+00,1.30e-02,
38,4.23e+00,1.50e-02,
39,4.23e+00,1.50e-02,
40,4.22e+00,1.50e-02,
41,4.23e+00,1.30e-02,
42,4.23e+00,1.70e-02,
43,4.23e+00,1.50e-02,
44,4.23e+00,1.50e-02,
45,4.23e+00,1.70e-02,
46,4.23e+00,1.50e-02,
47,4.23e+00,1.50e-02,
48,4.23e+00,1.70e-02,
49,4.23e+00,1.70e-02,
50,4.23e+00,1.70e-02,
51,4.23e+00,1.50e-02,
52,4.23e+00,1.90e-02,
53,4.23e+00,1.70e-02,
54,4.23e+00,1.70e-02,
55,4.23e+00,1.50e-02,
56,4.23e+00,1.70e-02,
57,4.23e+00,1.70e-02,
58,4.23e+00,1.70e-02,
59,4.23e+00,1.50e-02,
60,4.23e+00,1.70e-02,
61,4.23e+00,1.70e-02,
62,4.23e+00,1.70e-02,
63,4.23e+00,1.90e-02,
64,4.23e+00,1.90e-02,
65,4.23e+00,1.90e-02,
66,4.23e+00,1.70e-02,
67,4.23e+00,1.50e-02,
68,4.23e+00,1.90e-02,
69,4.23e+00,1.90e-02,
70,4.23e+00,2.10e-02,
71,4.23e+00,1.70e-02,
72,4.23e+00,1.50e-02,
73,4.23e+00,1.70e-02,
74,4.23e+00,1.90e-02,
75,4.23e+00,1.70e-02,
76,4.23e+00,1.90e-02,
77,4.23e+00,1.70e-02,
78,4.23e+00,2.10e-02,
79,4.23e+00,1.90e-02,
80,4.23e+00,2.10e-02,
81,4.23e+00,1.90e-02,
82,4.23e+00,1.90e-02,
83,4.23e+00,1.70e-02,
84,4.23e+00,1.90e-02,
85,4.24e+00,1.90e-02,
86,4.23e+00,1.90e-02,
87,4.23e+00,1.70e-02,
88,4.23e+00,2.10e-02,
89,4.24e+00,1.90e-02,
90,4.23e+00,2.10e-02,
91,4.23e+00,1.90e-02,
92,4.23e+00,2.10e-02,
93,4.24e+00,1.90e-02,
94,4.23e+00,2.10e-02,
95,4.24e+00,2.10e-02,
96,4.23e+00,2.10e-02,
97,4.24e+00,1.90e-02,
98,4.23e+00,1.90e-02,
99,4.23e+00,2.10e-02,
100,4.23e+00,2.10e-02,
101,4.24e+00,2.10e-02,
102,4.23e+00,2.10e-02,
103,4.23e+00,2.10e-02,
104,4.23e+00,2.10e-02,
105,4.24e+00,1.90e-02,
106,4.23e+00,2.10e-02,
107,4.23e+00,2.10e-02,
108,4.24e+00,2.10e-02,
109,4.24e+00,2.10e-02,
110,4.24e+00,2.30e-02,
111,4.23e+00,1.90e-02,
112,4.24e+00,2.10e-02,
113,4.24e+00,2.10e-02,
114,4.24e+00,2.10e-02,
115,4.24e+00,2.10e-02,
116,4.24e+00,2.30e-02,
117,4.24e+00,2.10e-02,
118,4.24e+00,2.30e-02,
119,4.23e+00,2.10e-02,
120,4.23e+00,2.30e-02,
121,4.24e+00,2.10e-02,
122,4.24e+00,2.30e-02,
123,4.24e+00,2.30e-02,
124,4.24e+00,2.30e-02,
