X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,5.600000e-05,2.000000e-09
0,-2.34e-01,-1.01e+01,
1,-2.34e-01,-1.01e+01,
2,-2.34e-01,-1.03e+01,
3,-2.37e-01,-1.01e+01,
4,-2.34e-01,-1.03e+01,
5,-2.34e-01,-1.03e+01,
6,-2.34e-01,-1.03e+01,
7,-2.37e-01,-1.03e+01,
8,-2.37e-01,-1.03e+01,
9,-2.34e-01,-1.03e+01,
10,-2.37e-01,-1.03e+01,
11,-2.34e-01,-1.01e+01,
12,-2.34e-01,-1.01e+01,
13,-2.34e-01,-1.01e+01,
14,-2.34e-01,-1.03e+01,
15,-2.37e-01,-1.03e+01,
16,-2.34e-01,-1.01e+01,
17,-2.37e-01,-1.01e+01,
18,-2.34e-01,-1.03e+01,
19,-2.37e-01,-1.03e+01,
20,-2.34e-01,-1.01e+01,
21,-2.28e-01,-1.01e+01,
22,-2.34e-01,-1.03e+01,
23,-2.37e-01,-1.03e+01,
24,-2.34e-01,-1.01e+01,
25,-2.34e-01,-1.01e+01,
26,-2.34e-01,-1.03e+01,
27,-2.37e-01,-1.03e+01,
28,-2.34e-01,-1.03e+01,
29,-2.34e-01,-1.03e+01,
30,-2.34e-01,-1.03e+01,
31,-2.37e-01,-1.03e+01,
32,-2.37e-01,-1.03e+01,
33,-2.37e-01,-1.03e+01,
34,-2.37e-01,-1.03e+01,
35,-2.37e-01,-1.01e+01,
36,-2.34e-01,-1.01e+01,
37,-2.37e-01,-1.01e+01,
38,-2.37e-01,-1.03e+01,
39,-2.37e-01,-1.05e+01,
40,-2.34e-01,-1.03e+01,
41,-2.34e-01,-1.01e+01,
42,-2.37e-01,-1.03e+01,
43,-2.37e-01,-1.03e+01,
44,-2.34e-01,-1.01e+01,
45,-2.34e-01,-1.01e+01,
46,-2.37e-01,-1.03e+01,
47,-2.37e-01,-1.03e+01,
48,-2.37e-01,-1.03e+01,
49,-2.37e-01,-1.03e+01,
50,-2.37e-01,-1.03e+01,
51,-2.37e-01,-1.03e+01,
